,review,rating
2022,Blade quality is not goodREAD MORE,5
2023,Easy to chopREAD MORE,5
2024,Very nice I am so happyREAD MORE,5
2025,Very helpful a time saver.rREAD MORE,5
2027,Not workingREAD MORE,5
2029,Very nice and easy to use time savingREAD MORE,5
2032,Superrrrrr👌🏻👌🏻👌🏻👌🏻👌🏻READ MORE,5
2033,Nice but bled for thinkREAD MORE,5
2039,Not much good qualityREAD MORE,5
2043,Osm 🥰🥰🥰🥰READ MORE,5
2044,Premium quality 🥰READ MORE,4
2045,Very bad struck when put vegetable no good waste of money don't buyREAD MORE,5
2046,Cutting quality is very worst.READ MORE,4
2047,Not good doesn't do the job. Too small size not happy butterflybis not doing their job wellREAD MORE,5
2050,Thread from inside gone within 3 monthsREAD MORE,5
2057,Just okREAD MORE,5
2058,It's taking lots of time to cut the vegetables than knife.READ MORE,5
2059,very good 👍READ MORE,5
2060,Excellent product...READ MORE,5
2061,I use Butterfly mixer last 12 years Butterfly all products is very good nice ...READ MORE,5
2062,Very niceREAD MORE,3
2064,Good product don't missREAD MORE,4
2065,Awesome oneREAD MORE,5
2067,It's good product thanks flipkart 😍😍👌👌READ MORE,5
2068,Wonderful productworking perfectlyREAD MORE,5
2069,Nice products tq filpcartREAD MORE,5
2070,"Product is ok, expecting moreREAD MORE",3
2071,Was okREAD MORE,5
2074,Blade quality is not good after one time use it has rust on it.READ MORE,5
2076,Stopped working after using few days😢READ MORE,3
2079,"It chops well, the bottom blade helps to lift the pieces and also cut. Tried out cabbage and carrot and they were chopped really fine in 4 or 5 pulls. But while closing the lid, the blade assembly wobbles and needs to be aligned properly. Could have been designed better so that the blade assembly remains vertical after placing.READ MORE",5
2080,"I gifted for my mom. Such a cute decent worthy stuff.. Seeing the price, my colleague too need it. I ordered once more. Handy and time saving for this priceREAD MORE",5
2082,Not workingREAD MORE,3
2083,I think product is just ok ok... Not good for heavy use... We have to cut the onion small pieces. Other it won't cutREAD MORE,4
2084,Not happyREAD MORE,5
2085,Happy  😊READ MORE,3
2086,Excellent product. User friendly tooREAD MORE,5
2087,Nice 🥰🥰🥰READ MORE,4
2088,Nice product. Easy to cut vegetables. I recommended this.READ MORE,5
2089,Blade quality is really badREAD MORE,5
2090,ThanksREAD MORE,5
2091,"Very nice ,and superb qualityREAD MORE",5
2092,Can't even cut tomato.Not at all usefulREAD MORE,5
2096,Shandar qwalityREAD MORE,4
2097,Very Good Product..... GO FOR IT...👍READ MORE,4
2098,Quality is really good chopped vegetables very well...overall nice purchaseREAD MORE,5
2099,Super oneREAD MORE,5
2100,very nice and efficientREAD MORE,4
2101,Super NiceREAD MORE,3
2102,Very worst productREAD MORE,5
2103,Overall good product.Liked it.Value for money.READ MORE,5
2104,Really really amazingREAD MORE,5
2105,"Awesome product 🔥I loved it 💕Design, look is greatBuild quality is very good 🤟🏻Value for money 💲💲READ MORE",5
2107,Super quality and durableREAD MORE,5
2108,Good product and thanks to flipkartREAD MORE,5
2112,Not useful.. Waste of moneyREAD MORE,4
2113,Very fine productREAD MORE,4
2115,Very useful product 😃READ MORE,5
2116,Super Product 👍Tq Flipkart..READ MORE,5
2117,Time saving product.. Like it very much..READ MORE,5
2118,Good and easy to useREAD MORE,5
2119,Good product for home useREAD MORE,5
2122,Not chopping properly ..not good at all ..waste product.. i tried to chop pieces of onion and it too aroun 20 round to make it fineREAD MORE,4
2123,Nice product and quality Very helpfulREAD MORE,5
2125,Best product for this low price....satisfied....on time deliveryREAD MORE,5
2127,Very nice product easy for useREAD MORE,5
2128,Blade is not sharp. I can't chop properlyREAD MORE,4
2129,Please don't try this one. This is very unworthy waste product and money wastage only no cutting at all with this please don't go with this one.READ MORE,3
2131,Worth of moneyREAD MORE,4
2133,Blade quality is poorREAD MORE,5
2134,GREAD MORE,4
2137,Very very nice very good product ThanksREAD MORE,4
2138,Disappointed with lidLid is very looseREAD MORE,5
2139,Quality productREAD MORE,5
2142,SupperREAD MORE,5
2144,"Very good, thanksWorth itREAD MORE",5
2146,Useful product. Thanku flipcartREAD MORE,5
2147,"one of the best product i have bought till now😃it makes ur cutting work so easy n breezy..sturdy material,nice design and most important ,can chop even small quantity.i just loved the productREAD MORE",5
2149,Nice product must buy this productREAD MORE,5
2151,Product very worst 😫😫😫😫 after 10days not workingREAD MORE,5
2152,First time I got a good product.So I ordered another one for my friend.Unfortunately i got very low quality chopper.even the cover was not like that.Low qualityREAD MORE,4
2153,"Waste product don,t buy this item vegtable not chopped it's suddenly top removedREAD MORE",5
2154,Best one super productREAD MORE,4
2155,"The product is awesome , ans easy to use. This helps my vegetable chopping easier.READ MORE",5
2156,The product is ok...it's good to cut onion and tomatoes...for other vegetables it's hard to useREAD MORE,3
2157,Nyc qualityREAD MORE,5
2158,Very Nice 👍READ MORE,5
2159,"When I first bought this chopper, it was a good device, but now it's no good at all😔READ MORE",5
2160,WorthREAD MORE,5
2163,Useless product…READ MORE,4
2164,It's really nice product... I love it... Very easy to cut vegetables... 👍👍🙂🙂READ MORE,5
2165,value of money best vegetable chopper take it and use it guys 😍READ MORE,5
2166,Easy to workREAD MORE,5
2167,It’s a really a nice product and washing is also easy doing…blades are too sharp….after 6 months of usage I’m writing my reviewREAD MORE,5
2168,It's good 👍READ MORE,5
2170,Very good product 👌READ MORE,3
2171,GOOD ONEREAD MORE,5
2172,Not properly cutting the vegetables and chiliREAD MORE,3
2173,Best quality chopper.READ MORE,3
2175,Superb 😊READ MORE,5
2176,Worth itREAD MORE,5
2177,Nice but price is too highREAD MORE,4
2179,Awesome quality product. Easy to useREAD MORE,3
2180,Good product to use very comfortableREAD MORE,5
2186,"Nice product, Easy to use.READ MORE",5
2187,Go for it.READ MORE,3
2189,"Very good product, when I got the product, it seems to be used open product and i have complaint Flipkart support as well. But no replacement as such received. But coming to product, it was really good, blades are very sharp, chopping vegetables is now a easy job.READ MORE",5
2190,"It looked so nice and strong in the starting but didn't last even a month , it broke within 15/20 days . Very disappointedREAD MORE",5
2191,Just perfectREAD MORE,5
2193,Good but cost is moreREAD MORE,5
2195,Worst item don't buy this item. After buying this item hardly works for one month after that it is not working.READ MORE,5
2198,NO EXPERT SIZE SMALL SIZEREAD MORE,5
2200,DarunREAD MORE,5
2201,Nice product im order second time good chopperREAD MORE,5
2204,Super usefulREAD MORE,5
2205,So nice and very useful.READ MORE,5
2207,Very useful for huge cutting vegetablesREAD MORE,5
2209,I love butterfly company....READ MORE,5
2212,"It’s not easy to use. Vegetables won’t get cut easily also the chopping is not uniform in chopper instead of using this you can chop directly with knife, takes equal timeREAD MORE",5
2213,Nice product. Worth moneyREAD MORE,5
2215,I purchased butterfly chopper not working. So I am not satisfiedREAD MORE,4
2216,Quality of blade is not as expected pigeon make blades are more sturdy than thisREAD MORE,5
2217,This product is nice to useREAD MORE,4
2220,It is useful thingREAD MORE,5
2221,Product is awesome 😚👍🏻👍🏻READ MORE,5
2222,It's look like  beautiful and attractive but this blade no sharper it's not easy to cutting vegitables waste productREAD MORE,5
2223,Mechanical failure happened within 45days of usage.rope mechanism failed after that it is of no use.READ MORE,5
2224,Works good than expected!READ MORE,5
2225,WonderfulREAD MORE,5
2226,Nice product we like it.READ MORE,5
2228,I love this osm product.READ MORE,4
2229,Good product....READ MORE,5
2232,Nerd more effort for choopingREAD MORE,5
2234,Not cutting vegetablesREAD MORE,5
2235,Nice Product ❤️ Simply Loved It!!READ MORE,5
2237,Very good experienceREAD MORE,5
2244,GreatREAD MORE,4
2246,It was damagedREAD MORE,5
2251,"Go for 600ml rather than 900ml.. was able to chop 4 onions in 600ml, but it gets stuck and won't spin in 900ml, although 900ml is bigger.. Irony.. Also, hand pains in pulling 900ml chopper string.. So started using 900ml dhakkan on my old 600ml chopper as old one's string had brokenREAD MORE",3
2254,Very nice product 👍READ MORE,4
2255,A very good product.READ MORE,3
2256,As per charges it's nice product same shown in the pictureREAD MORE,5
2258,Exelent product and qualityREAD MORE,5
2261,Blade became rust after 1 weekREAD MORE,4
2266,Excellent product.READ MORE,5
2268,You can buyREAD MORE,5
2269,Can even grind coconut along with vegetablesREAD MORE,5
2270,Just used for a month . Not usable now since the grip for the blade inside the jar is not getting tight . My experience with the product is bad.READ MORE,3
2273,Perfect for the kitchenREAD MORE,5
2275,Its fully coming sound.READ MORE,5
2277,Best product I am so happyREAD MORE,5
2281,Dont buy its makes horrible sound. Doest do chopping well.READ MORE,4
2285,Nice product.READ MORE,5
2286,It's a hard and beautiful productREAD MORE,5
2289,I hated this product very bad qualityREAD MORE,5
2290,Damaged productREAD MORE,5
2291,Nice product but build quality is not so durableREAD MORE,5
2292,Not of good quality.. waste of moneyREAD MORE,5
2295,perfectREAD MORE,5
2297,The blades are not effective enough. Had another one with slightly curved blades and that was better.READ MORE,3
2298,Good product.. 👍READ MORE,3
2299,Blades are not sharpREAD MORE,5
2301,Super quality and easy to useREAD MORE,5
2302,"Very good product, though a bit pricey, but does the job wellREAD MORE",5
2304,Very good QualityVery DurableREAD MORE,4
2306,medium itemREAD MORE,4
2307,Wow nice✨️READ MORE,5
2309,quality Is not goodREAD MORE,5
2310,Amazing work.... so handy... I like it very much....must buy..READ MORE,5
2312,"This is very good, easy to use too but you have to put small pieces to do the job if you cut big size it gets stuck,esly always chaup the small pieceREAD MORE",4
2313,Prity gud quality no issues in product best priceREAD MORE,4
2314,👍 good chopperREAD MORE,5
2316,"This product is very quick to cut onions, tomatoes and other greens, vegetables, fruits, it saves time, very easy to use if you are going out somewhere where the electric mixer machine will not work.  could.READ MORE",3
2317,The product is not up to the mark as I expectedREAD MORE,5
2319,"Product quality is very bad, blades are not cutting properly and had rust in 2 days of usingREAD MORE",5
2320,"Nice  product, good quality 👌READ MORE",5
2321,Nice for choppingREAD MORE,3
2322,Very useful product i just love itREAD MORE,5
2325,Cap fitting are not properREAD MORE,5
2328,DON'T BUY.... VERY POOR THREAD... NOT EVEN WORKING WHILE OPENING ITSELF... DISAPPOINTED....READ MORE,4
2329,Exalent prodactREAD MORE,5
2330,"Simply superb..so quick action .. Easy to cook maggi, egg amlet like this type of recepies.. Thank you flipcart . Am given to my mom she feels happy 😀READ MORE",3
2331,Best cuter ❤️ ilike itREAD MORE,5
2332,I am already baught this one year ago its very good productREAD MORE,5
2333,"Easy to use, nice quality ,worth for money,you will like this.😄😃😸READ MORE",3
2335,Awesome product. Price is little high but its worth buying. One time investment.READ MORE,5
2336,Very usefull prdctREAD MORE,3
2338,Best at very low costREAD MORE,3
2339,1 month review : superb and must buy product.... Easy to use...good quality material.. ✨️READ MORE,5
2342,Super product very nice and usefulREAD MORE,3
2344,Perfect for a small familyREAD MORE,5
2345,Stopped working after 2 uses.READ MORE,4
2347,"Nice product, very usableREAD MORE",5
2348,Awesome product thank you flipkartREAD MORE,4
2349,Very bad poor quality blades are not sharpREAD MORE,5
2350,It's so easy peasy... Vry hlpful at preparing mrng bf....READ MORE,3
2352,Excellent... Saving time...I like it... Easy to use... Thank you Flipkart...👌READ MORE,5
2354,You can go for this product.. It is very handy and quickly chopREAD MORE,3
